transaction_id,date,time,amount,merchant,description,category,payment_method,bank,status
TXN202406200469,2024-06-20,14:23:23,1422.86,Café Coffee Day,Coffee shop visit,Food,Debit Card,PNB,Success
TXN202406220187,2024-06-22,23:23:48,2189.68,MakeMyTrip,Travel booking,Transport,Cash,IndusInd Bank,Success
TXN202406220393,2024-06-22,09:48:26,164.15,PlayStation Store,Gaming purchase,Entertainment,UPI,Yes Bank,Success
TXN202406230088,2024-06-23,22:17:52,102.59,INOX,Movie + popcorn,Entertainment,Wallet,ICICI Bank,Success
TXN202406230389,2024-06-23,17:52:03,4119.63,Mahanagar Gas,Piped gas bill,Utilities,Net Banking,IndusInd Bank,Success
TXN202406230455,2024-06-23,09:51:32,2393.94,Haldiram's,Sweets and snacks purchase,Food,Debit Card,Yes Bank,Failed
TXN202406240260,2024-06-24,09:43:51,988.9,Tata Power,Electricity bill payment,Utilities,Credit Card,IndusInd Bank,Success
TXN202406240360,2024-06-24,13:43:34,16066.35,Ajio,Apparel shopping,Shopping,Net Banking,IndusInd Bank,Success
TXN202406240458,2024-06-24,08:35:59,487.29,Starbucks India,Coffee and beverages,Food,Credit Card,IDFC First,Success
TXN202406250003,2024-06-25,14:51:02,1837.84,Biryani Blues,Biryani delivery order,Food,Cash,HDFC Bank,Success
TXN202406250098,2024-06-25,15:40:27,1741.27,Faasos,Wraps and rolls delivery,Food,Debit Card,Axis Bank,Failed
TXN202406250398,2024-06-25,10:45:41,4880,Hathway,Cable TV bill,Utilities,Net Banking,HDFC Bank,Success
TXN202406250419,2024-06-25,12:26:57,1632.53,McDonald's India,Fast food restaurant,Food,UPI,ICICI Bank,Success
TXN202406270135,2024-06-27,17:46:52,9690,Delhi Metro,Metro recharge,Transport,UPI,ICICI Bank,Success
TXN202406270259,2024-06-27,21:06:28,1818.89,Faasos,Wraps and rolls delivery,Food,UPI,Kotak Bank,Success
TXN202406270272,2024-06-27,08:28:55,2485.2,Haldiram's,Sweets and snacks purchase,Food,Credit Card,Axis Bank,Success
TXN202406290165,2024-06-29,19:17:40,7844.21,Big Bazaar,Monthly grocery shopping,Grocery,UPI,Bank of Baroda,Success
TXN202406290184,2024-06-29,07:03:18,1262.49,KFC India,Fried chicken restaurant,Food,Wallet,Kotak Bank,Success
TXN202406300320,2024-06-30,11:11:15,27885.82,Bajaj Finserv EMI,Consumer durable EMI,EMI,Net Banking,IDFC First,Success
TXN202407020034,2024-07-02,12:43:15,33513.2,Zerodha,Brokerage charges,Investment,Cash,IDFC First,Success
TXN202407020317,2024-07-02,21:34:50,23356.54,Personal Loan EMI,Personal loan repayment,EMI,Net Banking,Bank of Baroda,Success
TXN202407030297,2024-07-03,07:31:54,8516.29,Vistara Airlines,Air India flight,Transport,Debit Card,HDFC Bank,Success
TXN202407040004,2024-07-04,12:45:04,160,JioCinema,IPL streaming subscription,Entertainment,Debit Card,HDFC Bank,Success
TXN202407040167,2024-07-04,18:36:02,9115.91,Narayana Health,Hospital consultation,Healthcare,Net Banking,PNB,Success
TXN202407050428,2024-07-05,22:00:42,3606.05,IndiGo Airlines,Domestic flight ticket,Transport,UPI,IndusInd Bank,Success
TXN202407060263,2024-07-06,16:12:29,3861.67,Coursera,Online certification course,Education,Wallet,IndusInd Bank,Failed
TXN202407060290,2024-07-06,23:43:11,1167.58,INOX,Movie + popcorn,Entertainment,UPI,SBI,Success
TXN202407070162,2024-07-07,19:56:25,5997.8,D-Mart,Grocery and household items,Grocery,Cash,PNB,Failed
TXN202407070163,2024-07-07,22:17:51,1266.69,SpiceJet,Flight booking,Transport,Cash,IDFC First,Failed
TXN202407070404,2024-07-07,23:47:38,1143.05,Hathway,Cable TV bill,Utilities,Credit Card,Kotak Bank,Success
TXN202407080446,2024-07-08,23:35:30,6568.31,Myntra,Fashion purchase,Shopping,Net Banking,Bank of Baroda,Success
TXN202407100158,2024-07-10,14:47:01,920,Chai Point,Tea and snacks,Food,Credit Card,HDFC Bank,Success
TXN202407100324,2024-07-10,18:37:06,10428.55,BYJU'S,Learning app subscription,Education,UPI,Bank of Baroda,Success
TXN202407110444,2024-07-11,12:44:51,823.96,Swiggy,Food delivery order,Food,UPI,Bank of Baroda,Success
TXN202407120215,2024-07-12,18:05:43,48225.15,Axis Mutual Fund,Monthly SIP,Investment,UPI,PNB,Success
TXN202407130093,2024-07-13,16:40:45,26679.44,Great Learning,Data science course,Education,UPI,IDFC First,Success
TXN202407130217,2024-07-13,13:15:29,5210,Vistara Airlines,Air India flight,Transport,UPI,SBI,Success
TXN202407130244,2024-07-13,10:47:24,830,Dominos Pizza,Pizza delivery order,Food,UPI,Kotak Bank,Success
TXN202407150266,2024-07-15,19:11:31,15996.89,Westside,Casual wear shopping,Shopping,UPI,IndusInd Bank,Success
TXN202407150345,2024-07-15,21:36:38,14450,Vedantu,Online tutoring session,Education,Cash,ICICI Bank,Success
TXN202407180054,2024-07-18,16:42:43,11978.19,Uber India,Cab ride to office,Transport,Wallet,ICICI Bank,Failed
TXN202407180476,2024-07-18,15:14:15,1857.1,Starbucks India,Coffee and beverages,Food,UPI,ICICI Bank,Success
TXN202407180482,2024-07-18,18:14:16,580.21,Hathway,Cable TV bill,Utilities,Debit Card,Kotak Bank,Success
TXN202407200055,2024-07-20,06:05:41,6446.33,BluSmart,Electric cab ride,Transport,UPI,SBI,Success
TXN202407200463,2024-07-20,11:29:07,1760.7,Barbeque Nation,Dining out - dinner,Food,UPI,SBI,Success
TXN202407210134,2024-07-21,15:47:21,3346.93,Ola Cabs,Auto ride,Transport,UPI,IndusInd Bank,Success
TXN202407220060,2024-07-22,12:04:37,34685.41,Kotak AMC,NPS contribution,Investment,UPI,Kotak Bank,Success
TXN202407220356,2024-07-22,09:00:32,4997.26,Delhi Jal Board,Water bill payment,Utilities,Net Banking,IndusInd Bank,Success
TXN202407240126,2024-07-24,08:09:47,1600,Starbucks India,Coffee and beverages,Food,Credit Card,Bank of Baroda,Success
TXN202407240301,2024-07-24,08:56:29,12994.5,Uber India,Cab ride to office,Transport,Debit Card,PNB,Success
TXN202407250083,2024-07-25,22:52:00,5329.75,D-Mart,Grocery and household items,Grocery,Cash,SBI,Success
TXN202407260067,2024-07-26,13:19:42,1474.81,McDonald's India,Fast food restaurant,Food,Net Banking,Bank of Baroda,Failed
TXN202407260236,2024-07-26,20:36:15,14850,Indian Railways (IRCTC),Train ticket booking,Transport,UPI,SBI,Success
TXN202407260311,2024-07-26,20:35:47,26110,HDFC Bank EMI,Home loan EMI,EMI,UPI,ICICI Bank,Success
TXN202407270019,2024-07-27,12:06:06,1664.51,Faasos,Wraps and rolls delivery,Food,Cash,Yes Bank,Success
TXN202407270200,2024-07-27,21:30:41,11377.15,SBI Home Loan,Housing loan installment,EMI,Net Banking,Kotak Bank,Success
TXN202407290383,2024-07-29,20:02:04,3946.34,BluSmart,Electric cab ride,Transport,Credit Card,PNB,Success
TXN202407300483,2024-07-30,12:54:04,2760,Mumbai Local,Train pass renewal,Transport,Wallet,IDFC First,Success
TXN202407310258,2024-07-31,08:07:53,14110,Mumbai Local,Train pass renewal,Transport,Debit Card,PNB,Success
TXN202408020339,2024-08-02,23:43:55,14047.33,Vistara Airlines,Air India flight,Transport,Credit Card,Yes Bank,Success
TXN202408030248,2024-08-03,15:30:50,240,Haldiram's,Sweets and snacks purchase,Food,Credit Card,Yes Bank,Success
TXN202408030381,2024-08-03,11:07:08,3540,Mahanagar Gas,Piped gas bill,Utilities,UPI,HDFC Bank,Success
TXN202408040021,2024-08-04,11:17:29,3769.6,Rapido,Bike taxi ride,Transport,Wallet,IndusInd Bank,Success
TXN202408040445,2024-08-04,17:39:17,7936.03,Star Bazaar,Weekly grocery run,Grocery,Credit Card,Bank of Baroda,Success
TXN202408050047,2024-08-05,13:11:51,28760.0,BYJU'S,Learning app subscription,Education,UPI,IndusInd Bank,Success
TXN202408060261,2024-08-06,20:14:51,1040,Pizza Hut,Pizza delivery,Food,Cash,Bank of Baroda,Success
TXN202408070442,2024-08-07,13:51:30,23791.89,Great Learning,Data science course,Education,UPI,Bank of Baroda,Success
TXN202408090062,2024-08-09,17:40:57,1260.02,Amazon Prime,Annual subscription,Entertainment,Cash,ICICI Bank,Success
TXN202408090121,2024-08-09,09:47:47,620,Amazon Prime,Annual subscription,Entertainment,UPI,IDFC First,Failed
TXN202408090243,2024-08-09,11:43:37,16620,Reliance Digital,Gadget purchase,Shopping,Debit Card,Axis Bank,Success
TXN202408090415,2024-08-09,16:01:24,10109.28,IndiGo Airlines,Domestic flight ticket,Transport,UPI,IDFC First,Success
TXN202408120141,2024-08-12,20:33:33,1544.02,Café Coffee Day,Coffee shop visit,Food,Debit Card,Bank of Baroda,Success
TXN202408130102,2024-08-13,07:37:23,18390,Nykaa,Beauty and skincare products,Shopping,Debit Card,PNB,Success
TXN202408130271,2024-08-13,23:13:27,300.92,Café Coffee Day,Coffee shop visit,Food,Credit Card,Kotak Bank,Success
TXN202408140479,2024-08-14,15:23:26,686.53,Zomato,Online food delivery,Food,UPI,IndusInd Bank,Success
TXN202408140488,2024-08-14,13:47:02,1156.06,BSNL,Landline + broadband bill,Utilities,UPI,IndusInd Bank,Success
TXN202408150117,2024-08-15,08:57:05,840,Café Coffee Day,Coffee shop visit,Food,UPI,Kotak Bank,Success
TXN202408150283,2024-08-15,06:00:44,890,Starbucks India,Coffee and beverages,Food,Cash,ICICI Bank,Success
TXN202408160337,2024-08-16,07:16:28,6990,Rapido,Bike taxi ride,Transport,Debit Card,IDFC First,Success
TXN202408160471,2024-08-16,08:24:39,4319.26,MakeMyTrip,Travel booking,Transport,UPI,ICICI Bank,Success
TXN202408170254,2024-08-17,21:37:25,847.65,Amazon Prime,Annual subscription,Entertainment,Cash,IndusInd Bank,Success
TXN202408170387,2024-08-17,08:54:31,6720,HP Petrol Pump,Petrol refueling,Transport,Wallet,SBI,Success
TXN202408180140,2024-08-18,09:51:57,12565.54,Uber India,Cab ride to office,Transport,UPI,IndusInd Bank,Success
TXN202408180224,2024-08-18,17:05:34,18200,Pepperfry,Furniture purchase,Shopping,Debit Card,Bank of Baroda,Success
TXN202408180262,2024-08-18,19:24:00,17710,Ajio,Apparel shopping,Shopping,UPI,IDFC First,Success
TXN202408190170,2024-08-19,11:57:45,1140,Zomato,Online food delivery,Food,Net Banking,PNB,Success
TXN202408190309,2024-08-19,15:29:16,30570,NoBroker Rent Pay,Rent payment via card,Rent,Debit Card,IDFC First,Success
TXN202408200111,2024-08-20,08:42:13,1622.18,Zomato,Online food delivery,Food,UPI,SBI,Success
TXN202408200277,2024-08-20,21:20:37,219.29,Reliance Fresh,Fresh vegetables and fruits,Grocery,UPI,Yes Bank,Success
TXN202408200294,2024-08-20,07:19:42,18800.64,HDFC Life,Term insurance premium,Insurance,UPI,SBI,Success
TXN202408210280,2024-08-21,06:27:12,29872.98,Amazon Kindle,E-book purchase,Education,Debit Card,ICICI Bank,Success
TXN202408220160,2024-08-22,07:18:12,160,Amazon Prime,Annual subscription,Entertainment,UPI,PNB,Success
TXN202408230231,2024-08-23,11:46:50,9000,Lifestyle,Department store shopping,Shopping,Wallet,ICICI Bank,Success
TXN202408240086,2024-08-24,09:41:53,314.71,Amazon Prime,Annual subscription,Entertainment,Debit Card,IndusInd Bank,Success
TXN202408240149,2024-08-24,15:49:24,12721.8,Lifestyle,Department store shopping,Shopping,UPI,Axis Bank,Success
TXN202408250107,2024-08-25,15:41:26,340,Biryani Blues,Biryani delivery order,Food,UPI,Kotak Bank,Failed
TXN202408250486,2024-08-25,07:21:05,12657.89,Indian Railways (IRCTC),Train ticket booking,Transport,UPI,Kotak Bank,Success
TXN202408260228,2024-08-26,09:51:46,7058.27,SpiceJet,Flight booking,Transport,Credit Card,PNB,Success
TXN202408270183,2024-08-27,21:56:19,7480,Vistara Airlines,Air India flight,Transport,Cash,IndusInd Bank,Success
TXN202408290087,2024-08-29,13:29:35,2200,SpiceJet,Flight booking,Transport,UPI,HDFC Bank,Success
TXN202408290336,2024-08-29,21:57:42,2267.03,Spencer's,Supermarket grocery shopping,Grocery,Cash,ICICI Bank,Success
TXN202408300044,2024-08-30,11:42:05,1562.17,Indane Gas,LPG cylinder booking,Utilities,Net Banking,HDFC Bank,Success
TXN202408300354,2024-08-30,10:41:11,18230,Unacademy,Online course subscription,Education,Debit Card,IDFC First,Success
TXN202408300417,2024-08-30,11:34:14,290.07,Netflix India,Monthly subscription,Entertainment,Debit Card,ICICI Bank,Success
TXN202408300475,2024-08-30,23:03:01,1938.79,Zomato,Online food delivery,Food,UPI,HDFC Bank,Success
TXN202408310237,2024-08-31,07:40:00,10550,Vistara Airlines,Air India flight,Transport,Cash,PNB,Success
TXN202409020173,2024-09-02,22:26:49,1053.11,Chai Point,Tea and snacks,Food,UPI,PNB,Success
TXN202409020335,2024-09-02,12:06:01,1193.37,Delhi Jal Board,Water bill payment,Utilities,UPI,Yes Bank,Success
TXN202409020435,2024-09-02,12:37:10,9719.47,SpiceJet,Flight booking,Transport,Credit Card,SBI,Success
TXN202409030461,2024-09-03,17:39:20,15024.04,Unacademy,Online course subscription,Education,Debit Card,Yes Bank,Success
TXN202409040180,2024-09-04,20:13:21,1536.32,Chai Point,Tea and snacks,Food,Net Banking,PNB,Failed
TXN202409050050,2024-09-05,13:17:28,800,Star Bazaar,Weekly grocery run,Grocery,Debit Card,PNB,Success
TXN202409050279,2024-09-05,16:57:43,19130,Westside,Casual wear shopping,Shopping,Wallet,SBI,Success
TXN202409060065,2024-09-06,12:22:51,8120,Coursera,Online certification course,Education,Debit Card,IndusInd Bank,Success
TXN202409060365,2024-09-06,16:40:11,1700,BSES Rajdhani,Electricity bill,Utilities,Wallet,Kotak Bank,Success
TXN202409070031,2024-09-07,14:57:58,25460,Great Learning,Data science course,Education,Cash,Kotak Bank,Success
TXN202409070370,2024-09-07,17:48:12,9925.11,ICICI Car Loan,Car loan EMI,EMI,Cash,SBI,Success
TXN202409080305,2024-09-08,07:09:45,14750,Bajaj Finserv EMI,Consumer durable EMI,EMI,Credit Card,IndusInd Bank,Success
TXN202409090330,2024-09-09,18:22:34,16260.43,PG Accommodation,PG monthly payment,Rent,Credit Card,ICICI Bank,Success
TXN202409110295,2024-09-11,17:33:33,3958.34,Jio Recharge,Mobile recharge,Utilities,UPI,PNB,Success
TXN202409110359,2024-09-11,15:16:58,2209.12,Hathway,Cable TV bill,Utilities,UPI,IDFC First,Success
TXN202409120459,2024-09-12,12:15:47,12260,NoBroker Rent Pay,Rent payment via card,Rent,Credit Card,Axis Bank,Success
TXN202409140152,2024-09-14,17:15:24,14918.04,IndiGo Airlines,Domestic flight ticket,Transport,UPI,PNB,Success
TXN202409140416,2024-09-14,09:18:50,1059.92,PVR Cinemas,Movie screening,Entertainment,Debit Card,Yes Bank,Success
TXN202409150268,2024-09-15,21:26:43,7391.14,Vistara Airlines,Air India flight,Transport,Wallet,Yes Bank,Success
TXN202409150408,2024-09-15,11:26:34,1370,Zomato,Online food delivery,Food,Credit Card,Axis Bank,Success
TXN202409150440,2024-09-15,19:52:09,1530,Pizza Hut,Pizza delivery,Food,UPI,IndusInd Bank,Success
TXN202409160123,2024-09-16,12:09:42,3961.08,Nature's Basket,Organic grocery shopping,Grocery,Net Banking,IndusInd Bank,Success
TXN202409160146,2024-09-16,23:53:47,1340,Amazon Prime,Annual subscription,Entertainment,Net Banking,IDFC First,Success
TXN202409170038,2024-09-17,18:43:53,4382.48,More Supermarket,Household essentials,Grocery,UPI,Kotak Bank,Success
TXN202409180212,2024-09-18,20:51:03,6817.88,BluSmart,Electric cab ride,Transport,Wallet,IDFC First,Success
TXN202409180270,2024-09-18,09:36:07,4091.54,Lenskart,Eyeglasses purchase,Healthcare,Net Banking,IndusInd Bank,Success
TXN202409180377,2024-09-18,08:46:46,300,Zomato,Online food delivery,Food,Credit Card,Yes Bank,Failed
TXN202409190151,2024-09-19,10:53:27,274.7,Faasos,Wraps and rolls delivery,Food,Wallet,PNB,Success
TXN202409190397,2024-09-19,15:53:44,13830.81,Pepperfry,Furniture purchase,Shopping,Credit Card,Axis Bank,Success
TXN202409200181,2024-09-20,23:06:20,640,Barbeque Nation,Dining out - dinner,Food,Wallet,Axis Bank,Success
TXN202409210174,2024-09-21,17:08:56,12440.93,Indian Oil,Diesel refueling,Transport,UPI,ICICI Bank,Success
TXN202409210349,2024-09-21,17:52:03,7740,SpiceJet,Flight booking,Transport,Debit Card,IndusInd Bank,Success
TXN202409210411,2024-09-21,17:32:51,2641.93,Tata Power,Electricity bill payment,Utilities,Debit Card,Axis Bank,Success
TXN202409230247,2024-09-23,11:43:24,10120,Education Loan EMI,Student loan installment,EMI,Debit Card,Yes Bank,Success
TXN202409270216,2024-09-27,10:46:14,38062.51,Bajaj Finserv EMI,Consumer durable EMI,EMI,Debit Card,Yes Bank,Success
TXN202409270238,2024-09-27,07:14:13,27087.55,BYJU'S,Learning app subscription,Education,Wallet,Kotak Bank,Success
TXN202409280025,2024-09-28,11:03:32,2280,Shoppers Stop,Branded clothing,Shopping,UPI,Axis Bank,Success
TXN202409280168,2024-09-28,17:25:20,1640,Dominos Pizza,Pizza delivery order,Food,UPI,SBI,Success
TXN202409290194,2024-09-29,16:34:22,25276.06,PG Accommodation,PG monthly payment,Rent,Debit Card,IDFC First,Success
TXN202409300278,2024-09-30,18:13:27,4159.27,BSES Rajdhani,Electricity bill,Utilities,Net Banking,Kotak Bank,Success
TXN202410020108,2024-10-02,10:24:29,958.98,McDonald's India,Fast food restaurant,Food,Cash,IDFC First,Success
TXN202410020274,2024-10-02,11:20:45,4410.74,HP Petrol Pump,Petrol refueling,Transport,UPI,ICICI Bank,Failed
TXN202410020292,2024-10-02,10:17:05,809.27,Pizza Hut,Pizza delivery,Food,Credit Card,ICICI Bank,Success
TXN202410030057,2024-10-03,07:22:14,9762.66,Bharat Petroleum,CNG refueling,Transport,UPI,SBI,Success
TXN202410030103,2024-10-03,17:33:32,2288.04,Dominos Pizza,Pizza delivery order,Food,Debit Card,Yes Bank,Failed
TXN202410030219,2024-10-03,12:48:55,11650,Delhi Metro,Metro recharge,Transport,Debit Card,Axis Bank,Success
TXN202410050029,2024-10-05,15:39:51,1650,Biryani Blues,Biryani delivery order,Food,Debit Card,HDFC Bank,Success
TXN202410050161,2024-10-05,21:16:02,11310,RedBus,Bus ticket booking,Transport,Net Banking,SBI,Success
TXN202410050495,2024-10-05,17:20:46,1197.57,Dominos Pizza,Pizza delivery order,Food,UPI,HDFC Bank,Success
TXN202410060033,2024-10-06,07:53:23,29330,Paytm Money,SIP investment,Investment,UPI,SBI,Success
TXN202410060252,2024-10-06,11:43:49,13887.45,Westside,Casual wear shopping,Shopping,Wallet,Axis Bank,Success
TXN202410070049,2024-10-07,20:57:10,37310.94,Kotak AMC,NPS contribution,Investment,Debit Card,Axis Bank,Success
TXN202410070391,2024-10-07,22:23:44,247.96,BookMyShow,Movie tickets,Entertainment,Wallet,ICICI Bank,Success
TXN202410080388,2024-10-08,06:52:05,11883.0,Vistara Airlines,Air India flight,Transport,Debit Card,IndusInd Bank,Success
TXN202410090089,2024-10-09,23:24:29,13994.8,Indian Railways (IRCTC),Train ticket booking,Transport,Credit Card,IDFC First,Success
TXN202410120195,2024-10-12,15:14:19,28135.23,MagicBricks Rent,Rental apartment payment,Rent,Wallet,PNB,Success
TXN202410120257,2024-10-12,13:28:23,5885.28,Vistara Airlines,Air India flight,Transport,UPI,PNB,Failed
TXN202410120361,2024-10-12,11:18:06,1203.41,Starbucks India,Coffee and beverages,Food,UPI,PNB,Success
TXN202410140169,2024-10-14,09:16:49,3926.54,IndiGo Airlines,Domestic flight ticket,Transport,Debit Card,Yes Bank,Success
TXN202410140198,2024-10-14,14:08:06,961.56,BookMyShow,Movie tickets,Entertainment,Credit Card,SBI,Success
TXN202410150321,2024-10-15,10:36:12,4216.14,Delhi Jal Board,Water bill payment,Utilities,Wallet,IndusInd Bank,Success
TXN202410160061,2024-10-16,07:22:34,10880.94,Flipkart,Online shopping - clothing,Shopping,Net Banking,SBI,Success
TXN202410160112,2024-10-16,12:04:53,1920,Dominos Pizza,Pizza delivery order,Food,Credit Card,Axis Bank,Success
TXN202410160429,2024-10-16,10:47:46,1234.58,KFC India,Fried chicken restaurant,Food,Credit Card,Yes Bank,Success
TXN202410180078,2024-10-18,15:28:07,755.65,JioCinema,IPL streaming subscription,Entertainment,Cash,Kotak Bank,Success
TXN202410180230,2024-10-18,13:31:35,5305.94,Spencer's,Supermarket grocery shopping,Grocery,Debit Card,Yes Bank,Failed
TXN202410180350,2024-10-18,06:11:12,1330,YouTube Premium,Ad-free streaming,Entertainment,UPI,Axis Bank,Success
TXN202410180382,2024-10-18,20:11:39,9679.84,Decathlon India,Sports equipment,Shopping,UPI,ICICI Bank,Success
TXN202410190334,2024-10-19,23:53:31,426.3,Chai Point,Tea and snacks,Food,Cash,HDFC Bank,Success
TXN202410190353,2024-10-19,12:54:14,9721.28,Rapido,Bike taxi ride,Transport,Debit Card,Bank of Baroda,Success
TXN202410190399,2024-10-19,19:43:47,22378.49,Westside,Casual wear shopping,Shopping,Cash,SBI,Success
TXN202410200211,2024-10-20,23:09:10,16741.82,HDFC Mutual Fund,ELSS investment,Investment,UPI,Axis Bank,Success
TXN202410210156,2024-10-21,13:45:09,760,Pizza Hut,Pizza delivery,Food,Net Banking,Axis Bank,Success
TXN202410210466,2024-10-21,13:52:06,1816.0,Dominos Pizza,Pizza delivery order,Food,Cash,Bank of Baroda,Success
TXN202410220040,2024-10-22,12:16:02,1790,FreshMenu,Healthy meal delivery,Food,Credit Card,PNB,Success
TXN202410220191,2024-10-22,13:46:03,22510,Co-living Space,Shared living rent,Rent,Cash,ICICI Bank,Success
TXN202410220220,2024-10-22,16:15:19,13156.25,Narayana Health,Hospital consultation,Healthcare,Credit Card,Bank of Baroda,Success
TXN202410240139,2024-10-24,23:50:47,13441.28,SpiceJet,Flight booking,Transport,Credit Card,PNB,Success
TXN202410240426,2024-10-24,18:49:37,5560,IKEA India,Home furnishing,Shopping,Debit Card,IndusInd Bank,Success
TXN202410250344,2024-10-25,09:59:06,1430,KFC India,Fried chicken restaurant,Food,Debit Card,IndusInd Bank,Success
TXN202410270080,2024-10-27,06:48:43,4142.82,Delhi Jal Board,Water bill payment,Utilities,UPI,Yes Bank,Success
TXN202410280017,2024-10-28,23:14:37,590,Swiggy,Food delivery order,Food,UPI,Axis Bank,Success
TXN202410280074,2024-10-28,19:19:36,31240.85,SBI Mutual Fund,SIP installment,Investment,UPI,Axis Bank,Success
TXN202410290091,2024-10-29,16:55:06,2191.77,Pizza Hut,Pizza delivery,Food,Wallet,SBI,Success
TXN202410300177,2024-10-30,10:10:42,9378.45,Rapido,Bike taxi ride,Transport,Net Banking,IDFC First,Success
TXN202410310242,2024-10-31,18:49:20,430,Nature's Basket,Organic grocery shopping,Grocery,Wallet,Yes Bank,Success
TXN202410310250,2024-10-31,10:19:20,944.1,Audible India,Audiobook subscription,Entertainment,Wallet,PNB,Success
TXN202410310255,2024-10-31,08:06:49,12446.93,Co-living Space,Shared living rent,Rent,UPI,IDFC First,Success
TXN202410310342,2024-10-31,14:20:58,18259.44,IKEA India,Home furnishing,Shopping,UPI,Bank of Baroda,Success
TXN202411010010,2024-11-01,08:24:24,933.84,INOX,Movie + popcorn,Entertainment,Debit Card,IndusInd Bank,Success
TXN202411010113,2024-11-01,06:17:54,2460.87,FreshMenu,Healthy meal delivery,Food,Debit Card,ICICI Bank,Success
TXN202411010246,2024-11-01,16:55:24,296.26,D-Mart,Grocery and household items,Grocery,UPI,IndusInd Bank,Success
TXN202411010450,2024-11-01,07:49:52,2653.81,Bharat Petroleum,CNG refueling,Transport,UPI,Axis Bank,Success
TXN202411010481,2024-11-01,13:50:00,8240,Mumbai Local,Train pass renewal,Transport,Cash,Bank of Baroda,Success
TXN202411020079,2024-11-02,07:56:27,11025.97,Ola Cabs,Auto ride,Transport,UPI,HDFC Bank,Success
TXN202411050433,2024-11-05,06:32:56,1280,JioMart,Online grocery purchase,Grocery,UPI,IndusInd Bank,Success
TXN202411050473,2024-11-05,18:17:56,3670.21,Zepto,Quick grocery delivery,Grocery,Net Banking,IDFC First,Success
TXN202411060059,2024-11-06,09:49:52,2540.11,PharmEasy,Online medicine order,Healthcare,UPI,Kotak Bank,Success
TXN202411070006,2024-11-07,11:34:46,1375.09,BSES Rajdhani,Electricity bill,Utilities,Debit Card,IndusInd Bank,Success
TXN202411070375,2024-11-07,12:49:16,2087.17,McDonald's India,Fast food restaurant,Food,Net Banking,Bank of Baroda,Success
TXN202411080264,2024-11-08,18:37:07,2913.81,Spencer's,Supermarket grocery shopping,Grocery,UPI,Kotak Bank,Success
TXN202411090327,2024-11-09,13:40:36,2871.52,Pepperfry,Furniture purchase,Shopping,Net Banking,HDFC Bank,Success
TXN202411110063,2024-11-11,23:49:30,18946.21,MagicBricks Rent,Rental apartment payment,Rent,Debit Card,PNB,Success
TXN202411110182,2024-11-11,19:15:55,2260.66,Chai Point,Tea and snacks,Food,Net Banking,Axis Bank,Success
TXN202411110189,2024-11-11,15:37:21,4157.06,Spencer's,Supermarket grocery shopping,Grocery,Wallet,IDFC First,Success
TXN202411110407,2024-11-11,15:31:50,8632.89,Apollo 24/7,Teleconsultation,Healthcare,Net Banking,IndusInd Bank,Success
TXN202411130497,2024-11-13,13:20:46,1864.54,Croma,Electronics purchase,Shopping,Cash,Axis Bank,Success
TXN202411140058,2024-11-14,10:15:08,1210,Swiggy,Food delivery order,Food,Credit Card,Yes Bank,Success
TXN202411150041,2024-11-15,16:42:54,8738.76,MagicBricks Rent,Rental apartment payment,Rent,Debit Card,Bank of Baroda,Success
TXN202411150372,2024-11-15,07:38:03,5363.37,Star Bazaar,Weekly grocery run,Grocery,UPI,SBI,Success
TXN202411160084,2024-11-16,20:48:03,1787.75,JioMart,Online grocery purchase,Grocery,Debit Card,Yes Bank,Success
TXN202411170137,2024-11-17,16:09:28,5868.02,ICICI Car Loan,Car loan EMI,EMI,Debit Card,Kotak Bank,Success
TXN202411180046,2024-11-18,12:45:44,990.75,Chai Point,Tea and snacks,Food,UPI,SBI,Success
TXN202411180085,2024-11-18,13:45:10,4680,Uber India,Cab ride to office,Transport,Cash,HDFC Bank,Success
TXN202411180436,2024-11-18,22:02:57,14440,Myntra,Fashion purchase,Shopping,Debit Card,ICICI Bank,Success
TXN202411190472,2024-11-19,18:54:58,2710,SBI Life,Endowment plan premium,Insurance,Credit Card,PNB,Success
TXN202411200363,2024-11-20,08:30:56,2940,RedBus,Bus ticket booking,Transport,Cash,IndusInd Bank,Success
TXN202411210328,2024-11-21,08:52:45,31141.03,SBI Home Loan,Housing loan installment,EMI,Net Banking,Yes Bank,Success
TXN202411220032,2024-11-22,14:10:47,3646.32,Blinkit,Instant grocery delivery,Grocery,UPI,HDFC Bank,Success
TXN202411220097,2024-11-22,14:29:16,1683.76,Faasos,Wraps and rolls delivery,Food,Wallet,Kotak Bank,Success
TXN202411220289,2024-11-22,08:33:56,2445.36,Faasos,Wraps and rolls delivery,Food,Net Banking,ICICI Bank,Success
TXN202411220437,2024-11-22,06:56:46,10927.78,HP Petrol Pump,Petrol refueling,Transport,UPI,Axis Bank,Success
TXN202411240410,2024-11-24,13:02:43,13288.33,BluSmart,Electric cab ride,Transport,UPI,Bank of Baroda,Success
TXN202411250008,2024-11-25,20:09:16,2120.27,BluSmart,Electric cab ride,Transport,Debit Card,IDFC First,Success
TXN202411250355,2024-11-25,14:27:57,3136.51,Grofers,Grocery delivery order,Grocery,Debit Card,Axis Bank,Success
TXN202411260020,2024-11-26,09:03:25,1834.12,Starbucks India,Coffee and beverages,Food,UPI,Axis Bank,Success
